"CODIGO";"ID FABRICANTE";"CATEGORIA";"DETALLE";"IMAGEN";"IVA";"STOCK";"GARANTIA";"MONEDA";"PRECIO";"PRECIO FINAL";"COTIZACION DOLAR";"PRECIO PESOS SIN IVA";"PRECIO PESOS CON IVA";"ATRIBUTOS";"PRECIO USD CON UTILIDAD";"PRECIO PESOS CON UTILIDAD";"CATEGORIA_USUARIO";"UTILIDAD";"DETALLE_USUARIO";"PESO";"ALTO";"ANCHO";"LARGO";"";"IMPUESTO_INTERNO"
"118406";"CA-1S4-00S6WN-00";"GABINETE GAMER";"GABINETE GAMER THERMALTAKE DIVIDER 170 TG ARGB SNOW WHITE TEMP GLASS";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-THERMALTAKE-DIVIDER-170-TG-ARGB-SNOW-WHITE-TEMP-GLASS_export_1b80db62b1119425db6c16a1987baf90.jpg";"10.5%";"10";"36 meses";"U$S";"61.2";"67.63";"1375";"84150";"92985.75";"Es gamer:Sí
Condición del ítem:Nuevo
Largo:405.5 cm
Línea:Divider
Modelo:Divider 170
Tipo de estructura:Mini tower
Ancho:210 cm
Marca:Thermaltake
Código universal de producto:4713227531207
Altura:426 cm
Incluye fuente de alimentación:No";"67.63";"92985.75";"";"";"GABINETE GAMER THERMALTAKE DIVIDER 170 TG ARGB SNOW WHITE TEMP GLASS";"5500";"450";"420";"230";"";"0"
"119195";"GX601 ROG STRIX HELIOS BLACK";"GABINETE GAMER";"GABINETE GAMER ASUS GX601 ROG STRIX HELIOS  BLACK";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-ASUS-GX601-ROG-STRIX-HELIOS--BLACK_export_a8eabf4a5fe73d2651fecf8ab36e4503.jpg";"10.5%";"5";"12 meses";"U$S";"274.56";"303.39";"1375";"377520";"417159.6";"Color:Negro
Largo:56.5 cm
Marca:Asus
Materiales de la caja:Aluminio
Tipo de estructura:Mid tower
Ventiladores preinstalados (traseros):1 x 140 mm
Ventiladores preinstalados (frente):3 x 140 mm
Puertos:1 x usb 3.1 gen 2 tipo-c,4 x usb 3.1 gen 1,1 x auriculares,1 x micrófono
Incluye fuente de alimentación:No
Altura:59.1 cm
Línea:ROG Strix Helios
Color principal:Negro";"303.39";"417159.6";"";"";"GABINETE GAMER ASUS GX601 ROG STRIX HELIOS  BLACK";"22000";"735";"390";"700";"";"0"
"119195";"GX601 ROG STRIX HELIOS BLACK";"GABINETE GAMER";"GABINETE GAMER ASUS GX601 ROG STRIX HELIOS  BLACK";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-ASUS-GX601-ROG-STRIX-HELIOS--BLACK_export_d51ff60aee342f99ac1cf0ee77ca29fe.jpg";"10.5%";"5";"12 meses";"U$S";"274.56";"303.39";"1375";"377520";"417159.6";"Color:Negro
Largo:56.5 cm
Marca:Asus
Materiales de la caja:Aluminio
Tipo de estructura:Mid tower
Ventiladores preinstalados (traseros):1 x 140 mm
Ventiladores preinstalados (frente):3 x 140 mm
Puertos:1 x usb 3.1 gen 2 tipo-c,4 x usb 3.1 gen 1,1 x auriculares,1 x micrófono
Incluye fuente de alimentación:No
Altura:59.1 cm
Línea:ROG Strix Helios
Color principal:Negro";"303.39";"417159.6";"";"";"GABINETE GAMER ASUS GX601 ROG STRIX HELIOS  BLACK";"22000";"735";"390";"700";"";"0"
"119195";"GX601 ROG STRIX HELIOS BLACK";"GABINETE GAMER";"GABINETE GAMER ASUS GX601 ROG STRIX HELIOS  BLACK";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-ASUS-GX601-ROG-STRIX-HELIOS--BLACK_export_6756b253b336762ac748dd11b2e3af0f.jpg";"10.5%";"5";"12 meses";"U$S";"274.56";"303.39";"1375";"377520";"417159.6";"Color:Negro
Largo:56.5 cm
Marca:Asus
Materiales de la caja:Aluminio
Tipo de estructura:Mid tower
Ventiladores preinstalados (traseros):1 x 140 mm
Ventiladores preinstalados (frente):3 x 140 mm
Puertos:1 x usb 3.1 gen 2 tipo-c,4 x usb 3.1 gen 1,1 x auriculares,1 x micrófono
Incluye fuente de alimentación:No
Altura:59.1 cm
Línea:ROG Strix Helios
Color principal:Negro";"303.39";"417159.6";"";"";"GABINETE GAMER ASUS GX601 ROG STRIX HELIOS  BLACK";"22000";"735";"390";"700";"";"0"
"119086";"ARX 200G SKOLL";"GABINETE GAMER";"GABINETE GAMER AUREOX SKOLL ARX 200G";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-AUREOX-SKOLL-ARX-200G_export_9e954672806dbd21b517e89e658d3793.png";"10.5%";"10";"12 meses";"U$S";"28.85";"31.88";"1375";"39668.13";"43833.29";"Structure Dimension:(LxWxH): 310*188*420mm
Ports:USB3.0*1 + USB1.0*2 + HD Audio
Support Graphics Card Length:280mm
Side panel::Full tempered glass
Motherboard:ATX / M-ATX / ITX
Fan Capacity::Front: 3x12cm Rear: 1x12cm (RAINBOW FAN INCLUDED) Top: 2x12cm
Support CPU Cooler Height::160mm";"31.88";"43833.28";"";"";"GABINETE GAMER AUREOX SKOLL ARX 200G";"3000";"30";"500";"150";"";"0"
"119195";"GX601 ROG STRIX HELIOS BLACK";"GABINETE GAMER";"GABINETE GAMER ASUS GX601 ROG STRIX HELIOS  BLACK";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-ASUS-GX601-ROG-STRIX-HELIOS--BLACK_export_ae073fad6aa9d57ff6312864e9aa461a.jpg";"10.5%";"5";"12 meses";"U$S";"274.56";"303.39";"1375";"377520";"417159.6";"Color:Negro
Largo:56.5 cm
Marca:Asus
Materiales de la caja:Aluminio
Tipo de estructura:Mid tower
Ventiladores preinstalados (traseros):1 x 140 mm
Ventiladores preinstalados (frente):3 x 140 mm
Puertos:1 x usb 3.1 gen 2 tipo-c,4 x usb 3.1 gen 1,1 x auriculares,1 x micrófono
Incluye fuente de alimentación:No
Altura:59.1 cm
Línea:ROG Strix Helios
Color principal:Negro";"303.39";"417159.6";"";"";"GABINETE GAMER ASUS GX601 ROG STRIX HELIOS  BLACK";"22000";"735";"390";"700";"";"0"
"119195";"GX601 ROG STRIX HELIOS BLACK";"GABINETE GAMER";"GABINETE GAMER ASUS GX601 ROG STRIX HELIOS  BLACK";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-ASUS-GX601-ROG-STRIX-HELIOS--BLACK_export_69fe9354e7271130de2753040f173f9f.jpg";"10.5%";"5";"12 meses";"U$S";"274.56";"303.39";"1375";"377520";"417159.6";"Color:Negro
Largo:56.5 cm
Marca:Asus
Materiales de la caja:Aluminio
Tipo de estructura:Mid tower
Ventiladores preinstalados (traseros):1 x 140 mm
Ventiladores preinstalados (frente):3 x 140 mm
Puertos:1 x usb 3.1 gen 2 tipo-c,4 x usb 3.1 gen 1,1 x auriculares,1 x micrófono
Incluye fuente de alimentación:No
Altura:59.1 cm
Línea:ROG Strix Helios
Color principal:Negro";"303.39";"417159.6";"";"";"GABINETE GAMER ASUS GX601 ROG STRIX HELIOS  BLACK";"22000";"735";"390";"700";"";"0"
"119195";"GX601 ROG STRIX HELIOS BLACK";"GABINETE GAMER";"GABINETE GAMER ASUS GX601 ROG STRIX HELIOS  BLACK";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-ASUS-GX601-ROG-STRIX-HELIOS--BLACK_export_89da01795c900fafe36f99fc6110ac49.jpg";"10.5%";"5";"12 meses";"U$S";"274.56";"303.39";"1375";"377520";"417159.6";"Color:Negro
Largo:56.5 cm
Marca:Asus
Materiales de la caja:Aluminio
Tipo de estructura:Mid tower
Ventiladores preinstalados (traseros):1 x 140 mm
Ventiladores preinstalados (frente):3 x 140 mm
Puertos:1 x usb 3.1 gen 2 tipo-c,4 x usb 3.1 gen 1,1 x auriculares,1 x micrófono
Incluye fuente de alimentación:No
Altura:59.1 cm
Línea:ROG Strix Helios
Color principal:Negro";"303.39";"417159.6";"";"";"GABINETE GAMER ASUS GX601 ROG STRIX HELIOS  BLACK";"22000";"735";"390";"700";"";"0"
"120145";"I801AWF";"GABINETE GAMER";"GABINETE GAMER RAIDMAX INFINITA i801 AIR WHITE FISHTANK ARGB TG";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-RAIDMAX-INFINITA-i801-AIR-WHITE-FISHTANK-ARGB-TG_export_2f6a5bb8e667177fb9186e8a1f2627be.jpg";"10.5%";"10";"12 meses";"U$S";"66.78";"73.79";"1375";"91822.5";"101463.86";"";"73.79";"101463.86";"";"";"GABINETE GAMER RAIDMAX INFINITA i801 AIR WHITE FISHTANK ARGB TG";"3000";"30";"500";"150";"";"0"
"120146";"I620TWF";"GABINETE GAMER";"GABINETE GAMER RAIDMAX INFINITA I620 FISHTANK ARGB GLASS WHITE";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-RAIDMAX-INFINITA-I620-FISHTANK-ARGB-GLASS-WHITE_export_53fa5eedadcbf49c78eff21e6e1d2e81.jpg";"10.5%";"10";"12 meses";"U$S";"96.74";"106.89";"1375";"133012.69";"146979.02";"Marca:Raidmax
Modelol:INFINITA I620 WHITE";"106.89";"146979.02";"";"";"GABINETE GAMER RAIDMAX INFINITA I620 FISHTANK ARGB GLASS WHITE";"3000";"30";"500";"150";"";"0"
"120157";"TUF GAMING GT302 ARGB WHITE";"GABINETE GAMER";"GABINETE GAMER ASUS GT302 TUF GAMING ARGB WHITE";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-ASUS-GT302-TUF-GAMING-ARGB-WHITE_export_aab2f314e2aae1433b9a169020ec7174.png";"10.5%";"10";"12 meses";"U$S";"126.25";"139.51";"1375";"173593.75";"191821.09";"Brand:ASUS
Model:GT302/ARGB FANS/WHT//
Type:ATX Mid Tower
Color:White
Case Material:ABS Plastic / Steel / Tempered Glass
Motherboard Compatibility:EATX (up to 12""x10.9""), ATX, Micro-ATX, Mini-ITX, BTF
Dust Filters:Bottom / Front / Top
Internal 2.5"" Drive Bays:2
Internal 3.5"" Drive Bays:2
Expansion Slots:3 x Vertical / 8
Front Ports:1 x Audio, 2 x USB 3.2 Gen 1, 1 x UBS 3.2 Gen 2x2 Type-C
Radiator Options:Front: 140/280mmTop: 120/140/240/280/360mmRear: 120/140mm
Max GPU Length:407 mm
Max CPU Cooler Height:165 mm
Max PSU Length:220 mm
Dimensions (H x W x D):235*520*485 mm (W*H*D)";"139.51";"191821.09";"";"";"GABINETE GAMER ASUS GT302 TUF GAMING ARGB WHITE";"3000";"30";"500";"150";"";"0"
"120157";"TUF GAMING GT302 ARGB WHITE";"GABINETE GAMER";"GABINETE GAMER ASUS GT302 TUF GAMING ARGB WHITE";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-ASUS-GT302-TUF-GAMING-ARGB-WHITE_export_fffdfa1528b1a9ea1aaa18275549901e.png";"10.5%";"10";"12 meses";"U$S";"126.25";"139.51";"1375";"173593.75";"191821.09";"Brand:ASUS
Model:GT302/ARGB FANS/WHT//
Type:ATX Mid Tower
Color:White
Case Material:ABS Plastic / Steel / Tempered Glass
Motherboard Compatibility:EATX (up to 12""x10.9""), ATX, Micro-ATX, Mini-ITX, BTF
Dust Filters:Bottom / Front / Top
Internal 2.5"" Drive Bays:2
Internal 3.5"" Drive Bays:2
Expansion Slots:3 x Vertical / 8
Front Ports:1 x Audio, 2 x USB 3.2 Gen 1, 1 x UBS 3.2 Gen 2x2 Type-C
Radiator Options:Front: 140/280mmTop: 120/140/240/280/360mmRear: 120/140mm
Max GPU Length:407 mm
Max CPU Cooler Height:165 mm
Max PSU Length:220 mm
Dimensions (H x W x D):235*520*485 mm (W*H*D)";"139.51";"191821.09";"";"";"GABINETE GAMER ASUS GT302 TUF GAMING ARGB WHITE";"3000";"30";"500";"150";"";"0"
"120157";"TUF GAMING GT302 ARGB WHITE";"GABINETE GAMER";"GABINETE GAMER ASUS GT302 TUF GAMING ARGB WHITE";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-ASUS-GT302-TUF-GAMING-ARGB-WHITE_export_99447ea73dfcd2a5be5bc398108188c4.png";"10.5%";"10";"12 meses";"U$S";"126.25";"139.51";"1375";"173593.75";"191821.09";"Brand:ASUS
Model:GT302/ARGB FANS/WHT//
Type:ATX Mid Tower
Color:White
Case Material:ABS Plastic / Steel / Tempered Glass
Motherboard Compatibility:EATX (up to 12""x10.9""), ATX, Micro-ATX, Mini-ITX, BTF
Dust Filters:Bottom / Front / Top
Internal 2.5"" Drive Bays:2
Internal 3.5"" Drive Bays:2
Expansion Slots:3 x Vertical / 8
Front Ports:1 x Audio, 2 x USB 3.2 Gen 1, 1 x UBS 3.2 Gen 2x2 Type-C
Radiator Options:Front: 140/280mmTop: 120/140/240/280/360mmRear: 120/140mm
Max GPU Length:407 mm
Max CPU Cooler Height:165 mm
Max PSU Length:220 mm
Dimensions (H x W x D):235*520*485 mm (W*H*D)";"139.51";"191821.09";"";"";"GABINETE GAMER ASUS GT302 TUF GAMING ARGB WHITE";"3000";"30";"500";"150";"";"0"
"119196";"TUF GAMING CASE GT 501/WHITE";"GABINETE GAMER";"GABINETE GAMER ASUS GT501 TUF GAMING CASE WHITE";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-ASUS-GT501-TUF-GAMING-CASE-WHITE_export_007797d598c6a056fddf0210d7ff3c6f.jpg";"10.5%";"10";"12 meses";"U$S";"154.02";"170.19";"1375";"211777.5";"234014.14";"Color:Negro
Largo:552 mm
Dust Filters:Front: MagneticTop: Magnetic	Bottom: Slide-out
Ancho:251 mm
Altura:545 mm
Pre-installed Fans (Rear): 1 x 140 mm PWM
Puertos:Audio,USB 3.0
Tipo de estructura:Mid tower
AURA Sync:RGB
Marca:Asus
Bahías:2.5''
Pre-installed Fans (Front):3 x 120 mm RGB
Modelo:Gt501
Línea:TUF";"170.19";"234014.14";"";"";"GABINETE GAMER ASUS GT501 TUF GAMING CASE WHITE";"13900";"635";"340";"650";"";"0"
"119196";"TUF GAMING CASE GT 501/WHITE";"GABINETE GAMER";"GABINETE GAMER ASUS GT501 TUF GAMING CASE WHITE";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-ASUS-GT501-TUF-GAMING-CASE-WHITE_export_280fdbae569f0cfa95a42842c32bf6f3.jpg";"10.5%";"10";"12 meses";"U$S";"154.02";"170.19";"1375";"211777.5";"234014.14";"Color:Negro
Largo:552 mm
Dust Filters:Front: MagneticTop: Magnetic	Bottom: Slide-out
Ancho:251 mm
Altura:545 mm
Pre-installed Fans (Rear): 1 x 140 mm PWM
Puertos:Audio,USB 3.0
Tipo de estructura:Mid tower
AURA Sync:RGB
Marca:Asus
Bahías:2.5''
Pre-installed Fans (Front):3 x 120 mm RGB
Modelo:Gt501
Línea:TUF";"170.19";"234014.14";"";"";"GABINETE GAMER ASUS GT501 TUF GAMING CASE WHITE";"13900";"635";"340";"650";"";"0"
"119196";"TUF GAMING CASE GT 501/WHITE";"GABINETE GAMER";"GABINETE GAMER ASUS GT501 TUF GAMING CASE WHITE";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-ASUS-GT501-TUF-GAMING-CASE-WHITE_export_0057b3a188bb7cbe15917f11e7fb0355.jpg";"10.5%";"10";"12 meses";"U$S";"154.02";"170.19";"1375";"211777.5";"234014.14";"Color:Negro
Largo:552 mm
Dust Filters:Front: MagneticTop: Magnetic	Bottom: Slide-out
Ancho:251 mm
Altura:545 mm
Pre-installed Fans (Rear): 1 x 140 mm PWM
Puertos:Audio,USB 3.0
Tipo de estructura:Mid tower
AURA Sync:RGB
Marca:Asus
Bahías:2.5''
Pre-installed Fans (Front):3 x 120 mm RGB
Modelo:Gt501
Línea:TUF";"170.19";"234014.14";"";"";"GABINETE GAMER ASUS GT501 TUF GAMING CASE WHITE";"13900";"635";"340";"650";"";"0"
"119196";"TUF GAMING CASE GT 501/WHITE";"GABINETE GAMER";"GABINETE GAMER ASUS GT501 TUF GAMING CASE WHITE";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-ASUS-GT501-TUF-GAMING-CASE-WHITE_export_2a6687a2c0d5630388274bf56eb98cfc.jpg";"10.5%";"10";"12 meses";"U$S";"154.02";"170.19";"1375";"211777.5";"234014.14";"Color:Negro
Largo:552 mm
Dust Filters:Front: MagneticTop: Magnetic	Bottom: Slide-out
Ancho:251 mm
Altura:545 mm
Pre-installed Fans (Rear): 1 x 140 mm PWM
Puertos:Audio,USB 3.0
Tipo de estructura:Mid tower
AURA Sync:RGB
Marca:Asus
Bahías:2.5''
Pre-installed Fans (Front):3 x 120 mm RGB
Modelo:Gt501
Línea:TUF";"170.19";"234014.14";"";"";"GABINETE GAMER ASUS GT501 TUF GAMING CASE WHITE";"13900";"635";"340";"650";"";"0"
"119196";"TUF GAMING CASE GT 501/WHITE";"GABINETE GAMER";"GABINETE GAMER ASUS GT501 TUF GAMING CASE WHITE";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-ASUS-GT501-TUF-GAMING-CASE-WHITE_export_ec9798a18d887ae01c14266b22511297.jpg";"10.5%";"10";"12 meses";"U$S";"154.02";"170.19";"1375";"211777.5";"234014.14";"Color:Negro
Largo:552 mm
Dust Filters:Front: MagneticTop: Magnetic	Bottom: Slide-out
Ancho:251 mm
Altura:545 mm
Pre-installed Fans (Rear): 1 x 140 mm PWM
Puertos:Audio,USB 3.0
Tipo de estructura:Mid tower
AURA Sync:RGB
Marca:Asus
Bahías:2.5''
Pre-installed Fans (Front):3 x 120 mm RGB
Modelo:Gt501
Línea:TUF";"170.19";"234014.14";"";"";"GABINETE GAMER ASUS GT501 TUF GAMING CASE WHITE";"13900";"635";"340";"650";"";"0"
"113140";"PICTOR ARX370G";"GABINETE GAMER";"GABINETE GAMER AUREOX PICTOR ARX370G";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-AUREOX-PICTOR-ARX370G_export_a86761f0f6b611aa3c40d9399fecdf2f.jpeg";"10.5%";"10";"12 meses";"U$S";"51.92";"57.38";"1375";"71394.32";"78890.72";"Ventilacion:Tres ventiladores frontales de 120mm con anillo de LEDs blancos + Ventilador trasero de 120mm con an
Chasis :gamer diseñado con cable management 
PSU:Compartimiento inferior
Dimensiones: :38 x 19 x 44.5cm 
Capacidad de ventiladores:6
Apto para watercooling:si
Frente :mesh para optimizar el flujo de aire que ingresa al gabinete
Panel frontal:1x USB 3.0 + 2x USB 2.0 + HD Audio
Soporta VGAs:hasta un largo máximo de 28.5cm
Filtro :superior antipolvo removible magnéticamente
Lateral :íntegramente de vidrio templado";"57.38";"78890.72";"";"";"GABINETE GAMER AUREOX PICTOR ARX370G";"6000";"400";"460";"250";"";"0"
"113140";"PICTOR ARX370G";"GABINETE GAMER";"GABINETE GAMER AUREOX PICTOR ARX370G";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-AUREOX-PICTOR-ARX370G_export_a6e9e8a4d9f392d16d1d76da36133bfb.jpeg";"10.5%";"10";"12 meses";"U$S";"51.92";"57.38";"1375";"71394.32";"78890.72";"Ventilacion:Tres ventiladores frontales de 120mm con anillo de LEDs blancos + Ventilador trasero de 120mm con an
Chasis :gamer diseñado con cable management 
PSU:Compartimiento inferior
Dimensiones: :38 x 19 x 44.5cm 
Capacidad de ventiladores:6
Apto para watercooling:si
Frente :mesh para optimizar el flujo de aire que ingresa al gabinete
Panel frontal:1x USB 3.0 + 2x USB 2.0 + HD Audio
Soporta VGAs:hasta un largo máximo de 28.5cm
Filtro :superior antipolvo removible magnéticamente
Lateral :íntegramente de vidrio templado";"57.38";"78890.72";"";"";"GABINETE GAMER AUREOX PICTOR ARX370G";"6000";"400";"460";"250";"";"0"
"113139";"VOLANS ARX360G";"GABINETE GAMER";"GABINETE GAMER AUREOX VOLANS ARX360G";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-AUREOX-VOLANS-ARX360G_export_3efdeafff89f822e6fa90e5101b6ade9.jpeg";"10.5%";"10";"12 meses";"U$S";"48.88";"54.01";"1375";"67211.93";"74269.18";"Ventilacion:Tres ventiladores frontales de 120mm con iluminación de LEDs blancos + Ventilador trasero de 120mm c
Capacidad de ventiladores:6
Apto para watercooling:si
Filtro :superior antipolvo removible magnéticamente
Lateral :íntegramente de vidrio templado
Chasis :gamer diseñado con cable management 
PSU:Compartimiento inferior
Dimensiones: :38 x 19 x 43cm
Frente :mesh para optimizar el flujo de aire que ingresa al gabinete
Panel frontal:1x USB 3.0 + 2x USB 2.0 + HD Audio
Soporta VGAs:hasta un largo máximo de 28.5cm";"54.01";"74269.18";"";"";"GABINETE GAMER AUREOX VOLANS ARX360G";"5000";"400";"450";"200";"";"0"
"113139";"VOLANS ARX360G";"GABINETE GAMER";"GABINETE GAMER AUREOX VOLANS ARX360G";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-AUREOX-VOLANS-ARX360G_export_d213976d317160ec7b9eb158a62d85dd.jpeg";"10.5%";"10";"12 meses";"U$S";"48.88";"54.01";"1375";"67211.93";"74269.18";"Ventilacion:Tres ventiladores frontales de 120mm con iluminación de LEDs blancos + Ventilador trasero de 120mm c
Capacidad de ventiladores:6
Apto para watercooling:si
Filtro :superior antipolvo removible magnéticamente
Lateral :íntegramente de vidrio templado
Chasis :gamer diseñado con cable management 
PSU:Compartimiento inferior
Dimensiones: :38 x 19 x 43cm
Frente :mesh para optimizar el flujo de aire que ingresa al gabinete
Panel frontal:1x USB 3.0 + 2x USB 2.0 + HD Audio
Soporta VGAs:hasta un largo máximo de 28.5cm";"54.01";"74269.18";"";"";"GABINETE GAMER AUREOX VOLANS ARX360G";"5000";"400";"450";"200";"";"0"
"113139";"VOLANS ARX360G";"GABINETE GAMER";"GABINETE GAMER AUREOX VOLANS ARX360G";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-AUREOX-VOLANS-ARX360G_export_80cf45cc322f7574c6901e0b0610e427.jpeg";"10.5%";"10";"12 meses";"U$S";"48.88";"54.01";"1375";"67211.93";"74269.18";"Ventilacion:Tres ventiladores frontales de 120mm con iluminación de LEDs blancos + Ventilador trasero de 120mm c
Capacidad de ventiladores:6
Apto para watercooling:si
Filtro :superior antipolvo removible magnéticamente
Lateral :íntegramente de vidrio templado
Chasis :gamer diseñado con cable management 
PSU:Compartimiento inferior
Dimensiones: :38 x 19 x 43cm
Frente :mesh para optimizar el flujo de aire que ingresa al gabinete
Panel frontal:1x USB 3.0 + 2x USB 2.0 + HD Audio
Soporta VGAs:hasta un largo máximo de 28.5cm";"54.01";"74269.18";"";"";"GABINETE GAMER AUREOX VOLANS ARX360G";"5000";"400";"450";"200";"";"0"
"113138";"SCULPTOR ARX380G";"GABINETE GAMER";"GABINETE GAMER AUREOX SCULPTOR ARX380G";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-AUREOX-SCULPTOR-ARX380G_export_8a4e0bd703351a47b2ecfcec77533d1e.jpeg";"10.5%";"10";"12 meses";"U$S";"43.88";"48.49";"1375";"60332.66";"66667.59";"Iluminacion:Controladora ARGB - Colores con selección por motherboard o botón dedicado
Filtro :superior antipolvo removible magnéticamente
Lateral :íntegramente de vidrio templado
PSU:Compartimiento inferior
Soporta VGAs :hasta un largo máximo de 28cm
Chasis :gamer diseñado con cable management
Panel frontal:1x USB 3.0 + 2x USB 2.0 + HD Audio
Capacidad de ventiladores:6
Apto para watercooling:si
Dimensiones::38.5 x 18.5 x 42.5cm 
Ventilacion:Fan delantero de 120mm con iluminación multiring ARGB + Fan trasero de 120mm con iluminación multiri";"48.49";"66667.59";"";"";"GABINETE GAMER AUREOX SCULPTOR ARX380G";"6000";"450";"430";"250";"";"0"
"113140";"PICTOR ARX370G";"GABINETE GAMER";"GABINETE GAMER AUREOX PICTOR ARX370G";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-AUREOX-PICTOR-ARX370G_export_f99b555568c13f010c04fb464a83da91.jpeg";"10.5%";"10";"12 meses";"U$S";"51.92";"57.38";"1375";"71394.32";"78890.72";"Ventilacion:Tres ventiladores frontales de 120mm con anillo de LEDs blancos + Ventilador trasero de 120mm con an
Chasis :gamer diseñado con cable management 
PSU:Compartimiento inferior
Dimensiones: :38 x 19 x 44.5cm 
Capacidad de ventiladores:6
Apto para watercooling:si
Frente :mesh para optimizar el flujo de aire que ingresa al gabinete
Panel frontal:1x USB 3.0 + 2x USB 2.0 + HD Audio
Soporta VGAs:hasta un largo máximo de 28.5cm
Filtro :superior antipolvo removible magnéticamente
Lateral :íntegramente de vidrio templado";"57.38";"78890.72";"";"";"GABINETE GAMER AUREOX PICTOR ARX370G";"6000";"400";"460";"250";"";"0"
"113140";"PICTOR ARX370G";"GABINETE GAMER";"GABINETE GAMER AUREOX PICTOR ARX370G";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-AUREOX-PICTOR-ARX370G_export_6ae325cc2fc65e0b6745c402325e6f8d.jpeg";"10.5%";"10";"12 meses";"U$S";"51.92";"57.38";"1375";"71394.32";"78890.72";"Ventilacion:Tres ventiladores frontales de 120mm con anillo de LEDs blancos + Ventilador trasero de 120mm con an
Chasis :gamer diseñado con cable management 
PSU:Compartimiento inferior
Dimensiones: :38 x 19 x 44.5cm 
Capacidad de ventiladores:6
Apto para watercooling:si
Frente :mesh para optimizar el flujo de aire que ingresa al gabinete
Panel frontal:1x USB 3.0 + 2x USB 2.0 + HD Audio
Soporta VGAs:hasta un largo máximo de 28.5cm
Filtro :superior antipolvo removible magnéticamente
Lateral :íntegramente de vidrio templado";"57.38";"78890.72";"";"";"GABINETE GAMER AUREOX PICTOR ARX370G";"6000";"400";"460";"250";"";"0"
"113140";"PICTOR ARX370G";"GABINETE GAMER";"GABINETE GAMER AUREOX PICTOR ARX370G";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-AUREOX-PICTOR-ARX370G_export_87aa1ef07ea4d3b0ab2faa1b6c9a5f06.jpeg";"10.5%";"10";"12 meses";"U$S";"51.92";"57.38";"1375";"71394.32";"78890.72";"Ventilacion:Tres ventiladores frontales de 120mm con anillo de LEDs blancos + Ventilador trasero de 120mm con an
Chasis :gamer diseñado con cable management 
PSU:Compartimiento inferior
Dimensiones: :38 x 19 x 44.5cm 
Capacidad de ventiladores:6
Apto para watercooling:si
Frente :mesh para optimizar el flujo de aire que ingresa al gabinete
Panel frontal:1x USB 3.0 + 2x USB 2.0 + HD Audio
Soporta VGAs:hasta un largo máximo de 28.5cm
Filtro :superior antipolvo removible magnéticamente
Lateral :íntegramente de vidrio templado";"57.38";"78890.72";"";"";"GABINETE GAMER AUREOX PICTOR ARX370G";"6000";"400";"460";"250";"";"0"
"113140";"PICTOR ARX370G";"GABINETE GAMER";"GABINETE GAMER AUREOX PICTOR ARX370G";"https://static.nb.com.ar/i/nb_GABINETE-GAMER-AUREOX-PICTOR-ARX370G_export_f9fa1a199ce8a530c583abec694d9cea.jpeg";"10.5%";"10";"12 meses";"U$S";"51.92";"57.38";"1375";"71394.32";"78890.72";"Ventilacion:Tres ventiladores frontales de 120mm con anillo de LEDs blancos + Ventilador trasero de 120mm con an
Chasis :gamer diseñado con cable management 
PSU:Compartimiento inferior
Dimensiones: :38 x 19 x 44.5cm 
Capacidad de ventiladores:6
Apto para watercooling:si
Frente :mesh para optimizar el flujo de aire que ingresa al gabinete
Panel frontal:1x USB 3.0 + 2x USB 2.0 + HD Audio
Soporta VGAs:hasta un largo máximo de 28.5cm
Filtro :superior antipolvo removible magnéticamente
Lateral :íntegramente de vidrio templado";"57.38";"78890.72";"";"";"GABINETE GAMER AUREOX PICTOR ARX370G";"6000";"400";"460";"250";"";"0"
